Sample_Identification,Provider,Study_Number,Sample_Accession,Experiment_Accession,Run_Accession,Median_DoublingTime_NoAntimicrbial,Median_GrowthYield_NoAntimicrbial,Median_DoublingTime_CAM_0.5,Median_GrowthYield_CAM_0.5,Median_DoublingTime_CAM_1,Median_GrowthYield_CAM_1,Median_DoublingTime_CAM_2,Median_GrowthYield_CAM_2,Median_DoublingTime_CIP_0.002,Median_GrowthYield_CIP_0.002,Median_DoublingTime_CIP_0.004,Median_GrowthYield_CIP_0.004,Median_DoublingTime_CIP_0.008,Median_GrowthYield_CIP_0.008,Median_DoublingTime_CTX_0.5,Median_GrowthYield_CTX_0.5,Median_DoublingTime_CTX_1,Median_GrowthYield_CTX_1,Median_DoublingTime_CTX_2,Median_GrowthYield_CTX_2,Median_DoublingTime_KAN_4,Median_GrowthYield_KAN_4,Median_DoublingTime_KAN_8,Median_GrowthYield_KAN_8,Median_DoublingTime_KAN_16,Median_GrowthYield_KAN_16,Median_DoublingTime_TET_0.3,Median_GrowthYield_TET_0.3,Median_DoublingTime_TET_0.6,Median_GrowthYield_TET_0.6,Median_DoublingTime_TET_1.25,Median_GrowthYield_TET_1.25,Median_DoublingTime_TRIM_0.125,Median_GrowthYield_TRIM_0.125,Median_DoublingTime_TRIM_0.25,Median_GrowthYield_TRIM_0.25,Median_DoublingTime_TRIM_0.5,Median_GrowthYield_TRIM_0.5,StandardDeviation_DoublingTime_NoAntimicrbial,StandardDeviation_GrowthYield_NoAntimicrobial,StandardDeviation_DoublingTime_CAM_0.5,StandardDeviation_GrowthYield_CAM_0.5,StandardDeviation_DoublingTime_CAM_1,StandardDeviation_GrowthYield_CAM_1,StandardDeviation_DoublingTime_CAM_2,StandardDeviation_GrowthYield_CAM_2,StandardDeviation_DoublingTime_CIP_0.002,StandardDeviation_GrowthYield_CIP_0.002,StandardDeviation_DoublingTime_CIP_0.004,StandardDeviation_GrowthYield_CIP_0.004,StandardDeviation_DoublingTime_CIP_0.008,StandardDeviation_GrowthYield_CIP_0.008,StandardDeviation_DoublingTime_CTX_0.5,StandardDeviation_GrowthYield_CTX_0.5,StandardDeviation_DoublingTime_CTX_1,StandardDeviation_GrowthYield_CTX_1,StandardDeviation_DoublingTime_CTX_2,StandardDeviation_GrowthYield_CTX_2,StandardDeviation_DoublingTime_KAN_4,StandardDeviation_GrowthYield_KAN_4,StandardDeviation_DoublingTime_KAN_8,StandardDeviation_GrowthYield_KAN_8,StandardDeviation_DoublingTime_KAN_16,StandardDeviation_GrowthYield_KAN_16,StandardDeviation_DoublingTime_TET_0.3,StandardDeviation_GrowthYield_TET_0.3,StandardDeviation_DoublingTime_TET_0.6,StandardDeviation_GrowthYield_TET_0.6,StandardDeviation_DoublingTime_TET_1.25,StandardDeviation_GrowthYield_TET_1.25,StandardDeviation_DoublingTime_TRIM_0.125,StandardDeviation_GrowthYield_TRIM_0.125,StandardDeviation_DoublingTime_TRIM_0.25,StandardDeviation_GrowthYield_TRIM_0.25,StandardDeviation_DoublingTime_TRIM_0.5,StandardDeviation_GrowthYield_TRIM_0.5
26329_1#247,Ed Moore,PRJEB23294,SAMEA4686273,ERX3490898,ERR3469235,0.313720943,-2.395554034,0.100105578,-0.53764292,0.257580526,-0.479479783,-0.065859837,-0.69452301,-0.147826726,1.21589656,-0.359947384,4.016184025,-0.359105175,4.757422311,-0.141410328,1.624702505,-0.127882995,2.061112612,-0.054839159,1.51605994,-0.21028437,2.45613987,-0.471710014,3.968126893,-1.103294863,4.622391417,-0.183299952,1.20890866,-0.433607741,2.972526319,-0.563827637,3.106855273,-0.164565565,1.046736728,0.126883658,1.602661021,0.280027931,2.619697508,0.1079047,0.299158871,0.249303854,0.381511357,0.128155415,0.583350741,0.161403764,0.360647978,0.168484104,0.299151876,0.362699945,0.402648914,0.178717865,0.6097853,0.158998025,0.521725855,0.149923668,0.319058714,0.142342999,0.424266562,0.277340935,0.369462751,0.292589035,0.455917895,0.424463163,0.637243491,0.290976514,0.505915526,0.213351468,0.496635486,0.25156124,0.901766244,0.08962143,0.369904163,0.18042353,0.426829379,0.269579102,0.698647609
26329_1#248,Ed Moore,PRJEB23294,SAMEA4686274,ERX3490899,ERR3469236,-0.152064727,-0.157666939,-0.222873186,0.154537922,-0.201960934,0.788769252,-0.66541757,2.050761601,-0.269668463,1.296638046,-0.335470705,3.477180043,-0.402971753,4.04864538,-0.366221869,-1.341720431,-0.31177366,-1.690295441,-0.076046883,-1.415936427,-0.161011796,0.823338875,-0.28363911,1.643401511,-0.542650963,1.601483963,-0.415624996,1.112929917,-0.6266609,2.784483494,-0.925970638,3.559159945,-0.219061718,-0.111485522,-0.06371057,0.096698048,-0.279289495,1.203710683,0.239393996,0.159561767,0.29662846,0.255657249,0.272745391,0.22466035,0.271464669,0.22020786,0.204485788,0.256902141,0.215240382,0.473747302,0.204989677,0.85705169,0.124484543,0.278045449,0.147919314,0.284075804,0.148004356,0.22852244,0.125205233,0.238628684,0.151128477,0.201842344,0.147041599,0.604552415,0.207113238,0.186020866,0.167581094,0.323461117,0.265258928,0.334549012,0.149864225,0.248951468,0.229936847,0.287766721,0.174711897,0.55332584
26329_1#249,Ed Moore,PRJEB23294,SAMEA4686275,ERX3490900,ERR3469237,-0.705509918,-0.962696161,-0.161288153,0.026094097,0.09865351,-1.174605652,-0.060499038,-1.764695093,-0.167225909,0.297769586,-0.162277641,-0.8048656,-0.134294802,-2.099699089,-0.439868003,0.417269664,-0.361198128,0.479397386,-0.393513928,-0.354020276,-0.15601013,0.384987561,-0.049033534,0.153109313,-0.290045265,-0.427700725,-0.003425028,-0.368706761,-0.033545744,1.488751121,-0.460702528,3.001858257,-0.2546299,-2.209907299,-0.252336939,-0.689905249,-0.388714073,0.86426365,0.114307808,0.152740825,0.119552295,0.21748466,0.159731164,0.408723072,0.14036985,0.22372764,0.105508703,0.265180256,0.209901641,0.491624846,0.064063619,0.457429471,0.263740851,0.387199893,0.161072186,0.357910693,0.209684567,0.348596284,0.152280754,0.43251912,0.158527216,0.816057468,0.175211053,0.589777482,0.245245358,0.500054759,0.263223353,0.879672357,0.272226775,0.91173797,0.167337762,0.619262259,0.124137929,0.54152696,0.164566245,0.664467602
26329_1#25,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4686048,ERX3490676,ERR3469013,0.2313869,-2.003746261,0.31302391,0.045358393,0.306129684,-0.225729875,0.27582655,-0.023572022,-0.148640986,1.071254224,-0.195586119,3.05901763,-0.220111895,5.032354275,-0.227189448,4.899555115,0.009289609,5.743588084,0.219246118,6.640657963,-0.255047011,1.409684464,-0.536395498,3.126419337,-1.128119069,3.79442498,-0.390682192,2.163353126,-0.668529473,5.824461802,-1.384055789,7.807740949,-0.414402896,0.923183146,-0.4648999,1.870182956,-0.56912417,4.944429172,0.17261982,0.130887669,0.191349745,0.336536328,0.298737465,0.269432218,0.196553857,0.293405628,0.194350732,0.496759303,0.30848024,0.641358317,0.228142436,1.005056429,0.357827537,1.008100417,0.334434213,1.311205757,0.398466091,1.324373913,0.199612529,0.572120008,0.191524683,0.508173892,0.26035732,0.777464028,0.270566142,0.681699866,0.284012633,0.854185256,0.272050027,1.232390666,0.470092068,0.478287218,0.237309516,0.467424902,0.198620517,1.306904032
26329_1#251,Ed Moore,PRJEB23294,SAMEA4686277,ERX3490902,ERR3469239,-0.049519028,-0.986450292,-0.320384868,0.142365338,-0.181072143,0.701880246,-0.509158081,2.024406464,-0.289973147,1.15147152,-0.44134994,2.895481907,-0.406656241,4.307051979,-0.207464808,1.151809366,-0.248981512,1.18709915,-0.017218303,1.214666517,-0.12779948,1.138880716,-0.336568987,1.813688256,-0.824824934,1.706856812,-0.154705436,1.59331907,-0.553318814,3.41630927,-0.90623511,4.040528218,-0.055489207,0.323081984,-0.232425019,0.893455555,-0.352708356,2.34676939,0.084830149,0.10008208,0.156420525,0.123363715,0.116422107,0.145842711,0.19691315,0.216801455,0.144780151,0.177224613,0.140777028,0.32463735,0.152567394,0.634051853,0.177231972,0.234450231,0.381486504,0.295985797,0.196667622,0.314977807,0.272903753,0.317309089,0.196418973,0.259166273,0.205808334,0.677903794,0.202237524,0.246759927,0.19180273,0.402838852,0.206263504,0.444207643,0.098764889,0.120992115,0.138385263,0.300864755,0.102069456,0.40033036
26329_1#252,Ed Moore,PRJEB23294,SAMEA4686278,ERX3490903,ERR3469240,-0.4034877,-1.057569114,-0.188720027,-0.109362287,0.013757894,0.286781596,-0.269609745,2.00021399,-0.269117458,0.682714613,-0.302656622,1.930885717,-0.357818765,1.553127902,-0.155227533,-0.011615512,-0.261401462,-0.36759548,0.20592619,-1.151756629,-0.186534565,1.498054768,-0.490512782,2.745638218,-1.07333349,2.808325751,0.482319707,0.188161992,0.341052618,1.948818781,0.469915269,1.281907088,-0.345298417,-0.733154567,-0.378229909,-0.521169615,-0.482005602,0.9072003,0.110350261,0.099200324,0.140170467,0.220561338,0.155338121,0.213871109,0.194881141,0.249320899,0.186647274,0.33136624,0.232746801,0.657006784,0.164859663,1.233625619,0.195874716,0.683378128,0.181851606,0.359427913,0.362142001,0.484754723,0.193970621,0.328050025,0.209783797,0.279482624,0.300892602,0.59868944,0.173093828,0.37948691,0.231013117,0.55737635,0.294095692,0.455890711,0.20699088,0.536929514,0.199389952,0.391688662,0.173243142,0.647350767
26329_1#253,Ed Moore,PRJEB23294,SAMEA4686279,ERX3490904,ERR3469241,-0.679031416,-1.650336071,-0.376747653,0.17603812,-0.172843673,0.340634805,-0.454143124,1.434807999,-0.188591196,1.425457692,0.135809445,3.089870001,-0.194848328,3.246868455,-0.413769802,0.148860016,-0.270410565,0.219779959,-0.246785522,0.095495874,-0.128343749,0.476900369,-0.236010038,-0.164994293,-0.114507971,-1.570684911,-0.373939343,1.101824741,-0.596952078,3.424434379,-0.914883035,3.787304404,-0.08300754,-0.330947594,-0.116785353,-0.186439222,-0.288389779,1.312464357,0.10361042,0.144313205,0.132843612,0.21721196,0.153329604,0.219902145,0.162688548,0.341489113,0.188486263,0.391254516,0.512223724,0.624197152,0.239587179,0.678723511,0.220531236,0.450201864,0.155005039,0.401038057,0.176310997,0.570243766,0.280049474,0.407941738,0.217672847,0.42369862,0.147299411,0.578495122,0.245561454,0.35649746,0.21484273,0.342580747,0.246701838,0.419433747,0.131728489,0.564455841,0.153116999,0.687347578,0.132168813,1.099032703
26329_1#254,Ed Moore,PRJEB23294,SAMEA4686280,ERX3490905,ERR3469242,-0.255764468,-1.894847137,-0.217631091,0.055471289,-0.162935515,0.687427688,-0.603109305,1.51836463,-0.271920452,1.233317784,-0.316508626,2.632272916,-0.403340185,4.13051502,-0.281910977,0.14709807,-0.252194272,0.193473728,-0.096003977,1.16492585,0.155082849,1.312973698,0.077196168,2.117273844,-0.333937501,1.906455032,0.049843264,2.074631446,-0.508965786,3.728921447,-0.698714932,4.813534497,-0.344227117,-1.232908074,-0.341661403,-0.576973104,-0.71044761,0.244459715,0.144055078,0.207198602,0.210623666,0.310548956,0.205436863,0.339142107,0.184063169,0.385126757,0.205503605,0.334591291,0.241841048,0.447018608,0.233201781,0.626989043,0.340518781,0.53624501,0.21203112,0.271359649,0.186489655,0.18250088,0.157203093,0.292532192,0.193890024,0.468246845,0.299167175,0.747203012,0.30338375,0.425523143,0.25638,0.498487442,0.413744791,0.549463651,0.268950162,0.851619508,0.263402008,0.969544107,0.225116749,0.572071516
26329_1#256,Ed Moore,PRJEB23294,SAMEA4686282,ERX3490907,ERR3469244,-0.287888127,-1.048131433,-0.275017095,-0.226822868,-0.413434986,0.07626816,-0.619563676,0.943957139,-0.218245886,0.730603543,-0.114339943,2.333717853,-0.297061386,2.438914753,-0.218478634,-0.101809104,-0.126698548,0.229829594,-0.20958024,0.348395241,-0.251315869,1.055196492,-0.291898043,1.365976181,-0.805572859,0.470030704,0.111561855,1.338054828,-0.513932424,2.413006031,-0.630410203,2.804507731,-0.064183009,-2.532482098,-0.202475719,-2.429933334,-0.371023962,-1.672703512,0.035290972,0.082267932,0.20528663,0.171029816,0.097173239,0.211261702,0.132517294,0.206780488,0.161991826,0.155092383,0.194495177,0.453833815,0.183364836,0.556954667,0.133511709,0.490313806,0.138880765,0.394425623,0.207063788,0.451148481,0.287941336,0.373630204,0.208179222,0.420042139,0.226300616,0.805573753,0.340011647,0.218835529,0.394681582,0.242913449,0.372862115,0.294291081,0.566428049,0.509013094,0.547882408,0.321705708,0.56456894,0.449227713
26329_1#257,Ed Moore,PRJEB23294,SAMEA4686283,ERX3490908,ERR3469245,-0.039450589,-0.660299499,-0.061094055,-0.163021116,-0.109351893,-0.33933723,-0.29158019,0.015752787,-0.117363978,0.89455524,-0.175825148,2.350448953,-0.263831012,2.872307009,-0.494739179,0.089626122,-0.4098947,-0.038513269,-0.499485845,-0.186416001,-0.2829211,1.187829778,-0.371891453,1.789493934,-0.861893023,2.369670008,-0.087724445,0.800657444,-0.430165316,2.215328845,-0.715324014,2.238752385,-0.282246035,0.974247296,-0.424381277,2.094372132,-0.56663229,4.088566544,0.102656462,0.103341569,0.11028049,0.173328977,0.112494524,0.312267487,0.142641699,0.26574383,0.253139592,0.160487706,0.267039923,0.394648325,0.272321884,0.543195788,0.116596119,0.334183221,0.483988576,0.190817488,0.128139405,0.270240335,0.135433682,0.265784697,0.146922712,0.22954764,0.138872368,0.486720966,0.178183305,0.397364778,0.184465666,0.407247835,0.096737979,0.85400523,0.081612596,0.268734615,0.104680812,0.242445489,0.18231582,0.641719558
26329_1#258,Ed Moore,PRJEB23294,SAMEA4686284,ERX3490909,ERR3469246,0.065936089,-1.313256107,0.05143323,0.059586292,0.0935302,0.379031091,-0.201446753,1.257905163,-0.13155825,0.649291075,-0.324024172,1.88349433,-0.301980385,1.505307017,-0.257642726,-0.513713187,-0.402584183,-0.61773738,-0.255472551,-0.583035261,-0.075424948,0.707605379,0.18308476,0.917618373,0.15660408,1.213912953,0.046181726,1.504336862,-0.155620238,2.681214257,-0.465691427,3.117708017,-0.082029616,0.316648634,-0.245855742,0.845690671,-0.352872379,2.208269458,0.18972111,0.185970225,0.19807374,0.254560374,0.21098031,0.210546287,0.215624573,0.295571109,0.116374853,0.185949152,0.249274329,0.459977957,0.109181024,1.041142294,0.259695706,0.261443023,0.233323328,0.148639439,0.231341715,0.244876058,0.097805255,0.280807596,0.112763411,0.34523701,0.106672128,0.694446572,0.221144543,0.416481689,0.264242724,0.338830256,0.254794013,0.387878701,0.178862671,0.387764055,0.146971168,0.269875031,0.18419093,0.570502626
26329_1#259,Ed Moore,PRJEB23294,SAMEA4686285,ERX3490910,ERR3469247,-0.384915656,-0.340192961,-0.124982228,0.190293377,0.035165012,0.685986628,-0.248972835,0.945047626,-0.208025008,1.211371474,-0.144764451,2.852857449,-0.211687632,2.936146965,-0.170163513,1.198624793,-0.318814971,0.590921942,-0.446887881,-0.175558797,-0.111372077,0.750649578,-0.103563005,2.19026459,-0.55953825,2.256290602,-0.132787205,0.390098164,-0.218465049,2.264589165,-0.275562861,1.520471145,-0.141189378,-0.232154898,-0.211180252,0.005780692,-0.368091052,1.415450547,0.198982918,0.154185765,0.218770746,0.180074043,0.223163956,0.320090647,0.288819763,0.288040088,0.159154537,0.230814721,0.230170454,0.468394644,0.142815639,0.52372593,0.244109861,0.467953088,0.256281219,0.504632131,0.24115063,0.490212082,0.214227768,0.330118481,0.2341754,0.507729574,0.286884327,0.442540579,0.237778847,0.31889674,0.220542301,0.360467979,0.32108913,0.765873745,0.171613766,0.501063106,0.149902859,0.380823987,0.163326219,0.602422194
26329_1#26,Christina Åhrén/Nahid Karami,PRJEB23294,SAMEA4686049,ERX3490677,ERR3469014,-0.485273409,1.264654386,0.271978452,0.487837018,0.073438468,0.920869627,-0.366290061,1.736927913,-0.085698281,0.648277023,-0.013960981,2.296907774,-0.299695048,4.197140185,0.043399695,4.855016599,-0.045716732,5.210026672,0.1672639,6.406438545,-0.101411931,1.454163253,-0.417526699,3.517179986,-1.209419008,5.004498895,-0.227332197,1.590624548,-0.309183462,4.751454386,-1.217426231,6.728755644,-0.167802896,0.286211044,-0.232314237,1.327470914,-0.266890032,3.168396178,0.225566803,0.1542517,0.529263864,0.263516971,0.299231206,0.168803233,0.293106975,0.333343294,0.310610624,0.183781748,0.270803289,0.475154532,0.270706236,0.74337667,0.684146683,1.357022205,0.643738375,1.003859222,0.672203024,1.328445166,0.312710554,0.562186517,0.288338789,0.457393482,0.324510288,0.626091353,0.323897077,0.291141366,0.315578183,0.495350351,0.422043289,1.0021929,0.183964492,0.276644646,0.221628988,0.253833749,0.151714009,0.539548979
26329_1#262,Ed Moore,PRJEB23294,SAMEA4686288,ERX3490913,ERR3469250,-0.764576914,-0.438173955,0.279665913,0.362033347,-0.290445425,-0.003315869,-0.564780574,0.452169771,-0.026974761,1.076082522,0.159732702,3.254543818,-0.134048509,3.522721582,-0.340772869,-0.438297438,-0.242640222,-0.405697492,-0.34718397,0.952910269,-0.272986572,0.43081121,-0.110809391,-1.123251297,-0.181331282,0.677221524,0.030298942,1.711659529,-0.256449053,2.863016587,-0.550380887,2.450660424,0.104088929,1.551162457,0.00543237,3.163147227,-0.278260612,4.74013812,0.134654352,0.276989681,0.180049756,0.350242908,0.244011506,0.382216072,0.182031677,0.513179802,0.215160811,0.282349869,0.261940431,0.895599461,0.220335426,0.948460451,0.182420119,0.581704947,0.27012252,0.931450603,0.197812278,0.457130735,0.248294444,0.640567223,0.284730466,1.250115936,0.325567683,1.085594423,0.246841292,0.214521749,0.185772155,0.460348605,0.235914315,0.888195203,0.308426697,0.356698693,0.247276964,0.395109822,0.221288528,0.972044888
26329_1#263,Ed Moore,PRJEB23294,SAMEA4686289,ERX3490914,ERR3469251,-0.589230377,-1.48569687,-0.276226278,0.267564054,-0.04464712,0.769408761,-0.046723725,1.591635495,-0.261258608,0.648080666,-0.357140408,1.433498897,-0.330997955,0.305166464,-0.334553452,0.234328973,-0.429455875,0.149229043,-0.250389576,0.086863904,-0.191077049,1.00522827,-0.134808679,1.757158808,-0.931721626,1.175135536,-0.10951647,2.310439965,-0.58541257,5.405504299,-1.317203704,7.636820868,-0.038307452,-2.588060861,-0.155329439,-2.416132154,-0.237293321,-0.470290893,0.125637467,0.103365608,0.161560756,0.21972605,0.168523916,0.18472551,0.692890595,0.321234657,0.108806005,0.270615154,0.13737947,0.27973899,0.14420815,0.601180267,0.207352578,0.377407031,0.114643972,0.323753752,0.088187258,0.395087816,0.144986151,0.290496576,0.20754246,0.426717249,0.257004812,0.455706547,0.326005693,0.312679712,0.320770007,0.400100778,0.344910899,0.794025313,0.112020315,0.393307558,0.133907322,0.393376123,0.127322335,0.392430402
26329_1#264,Ed Moore,PRJEB23294,SAMEA4686290,ERX3490915,ERR3469252,-0.7819906,-0.284769611,-0.336020518,0.167715575,-0.172952293,0.692814456,-0.238211962,2.047250275,-0.232099037,1.167077716,-0.230532614,3.453879094,-0.368517844,4.460072939,-0.234880004,0.394193997,-0.265074838,0.433333087,-0.315606478,1.217413376,-0.276891796,1.385163788,-0.552720979,1.863673589,-0.848001908,0.959723115,-0.151200029,1.593187896,-0.470879056,3.378375359,-1.085110629,4.357490606,0.112305012,-1.119899972,0.057722948,-0.320287824,0.101050715,1.755666641,0.15030982,0.092761668,0.207991643,0.120508931,0.246055335,0.15779231,0.223285467,0.197336931,0.142817808,0.179597986,0.095929996,0.313230064,0.138763674,0.899015679,0.2638948,0.188649059,0.174918889,0.214417519,0.254184125,0.179060011,0.158355826,0.34852352,0.270584377,0.528359546,0.293954507,0.37246436,0.179361527,0.271175084,0.180901727,0.392006245,0.215791302,0.68861473,0.234611241,0.539309265,0.237179611,0.572732229,0.168297323,0.862097791
26329_1#267,Ed Moore,PRJEB23294,SAMEA4686293,ERX3490918,ERR3469255,-0.28963816,0.06579933,-0.150488714,0.113523773,-0.338385589,0.640842055,-0.744473583,1.42223832,-0.036516384,0.952110982,-0.228856798,2.602120358,-0.006742263,3.449684379,-0.179506894,0.969315789,-0.120415732,0.836882781,-0.286889739,1.389280338,-0.423469603,-0.30803142,-0.255821833,0.70241837,-0.520240899,0.216773841,-0.387276012,1.045466204,-0.679475658,3.208670976,-1.118644139,2.436006421,0.368808167,-1.490569,0.151882926,-3.626641125,0.092210126,-3.881094127,0.102476835,0.25615417,0.130918308,0.308666358,0.153244928,0.378404034,0.152868227,0.380943966,0.15217462,0.122226848,0.1721041,0.610746653,0.177632767,0.540342677,0.20939163,0.33683521,0.272283928,0.638929,0.22569806,0.454670697,0.198579523,0.177433922,0.160758706,0.309858099,0.225153645,0.368633007,0.254350602,0.323548391,0.202839988,0.267657151,0.172081211,0.714250325,0.158781902,0.504565253,0.242697072,1.119332598,0.254760749,0.979399481
26329_1#268,Ed Moore,PRJEB23294,SAMEA4686294,ERX3490919,ERR3469256,-0.309459834,-0.37452785,-0.21374707,0.380740049,-0.143370428,0.842238448,-0.465904748,1.89842216,0.168576835,1.125438121,-0.038462309,2.775377765,-0.109157438,2.876516702,-0.292780249,0.754779493,-0.366985129,0.643302833,-0.391272703,0.848538245,-0.225355513,0.175740182,-0.290508839,0.993239707,-0.648809387,0.885057916,-0.180551937,1.363509448,-0.557170954,3.284802061,-0.913623516,4.251344565,0.020663938,-0.315839378,0.019523314,0.101896685,-0.154143725,1.253375523,0.14489337,0.130531374,0.183055297,0.137700225,0.190506957,0.169681875,0.174531976,0.42093674,0.136862943,0.162347923,0.332652819,0.487385482,0.156520104,0.714085475,0.208938476,0.308383634,0.164870587,0.249665332,0.234279268,0.343016487,0.177153379,0.315863535,0.141053814,0.367966741,0.221587167,0.328760297,0.159954343,0.327713082,0.094595776,0.364103344,0.163560573,0.68335972,0.232344974,0.376898634,0.196970888,0.367729112,0.424719946,0.649992134
26329_1#27,Ed Moore,PRJEB23294,SAMEA4686050,ERX3490678,ERR3469015,0.007239517,-1.637111145,-0.032322138,-0.194568756,0.091541866,0.320929319,-0.165431231,1.172839883,-0.20525143,0.936186722,-0.639033492,2.782605679,-0.345500137,5.065103542,-0.464085942,2.469871341,-0.556546724,2.604357358,-0.484038442,2.675035651,-0.23065103,1.304365645,-0.439503092,3.045513911,-0.874701584,3.687104738,-0.12588413,1.469921046,-0.195258881,3.817019042,-0.879147393,5.555474447,-0.196485103,0.437562542,-0.110232581,1.09431915,-0.275881791,3.116061188,0.103493571,0.118328402,0.334420013,0.251470867,0.157582478,0.283979771,0.215233831,0.219049039,0.145794489,0.211459003,0.204747595,0.263944011,0.30452971,0.840885249,0.374214808,1.266382393,0.164655626,1.091705071,0.263756556,1.029555973,0.230484241,0.314939862,0.263441711,0.431648034,0.23754321,0.485881355,0.192746155,0.303998833,0.273518788,0.318414731,0.237616014,0.96175059,0.329807244,0.485759582,0.213510537,0.624466276,0.17550514,0.55748962
26329_1#270,Lab stock,PRJEB23294,SAMEA4686296,ERX3490921,ERR3469258,0.054979658,0.225519678,0.03115567,-0.105238705,-0.149598321,-0.530266433,-0.017989337,-0.534247913,-0.026333886,0.049171487,-0.027740035,0.266021173,-0.128072684,0.240342449,-0.029692395,-0.025328934,0.003590235,0.042297265,-0.048670253,-0.865835868,0.100591051,0.140729773,0.205801597,0.125710279,0.052280439,-0.089654511,-0.10405433,0.48674269,-0.448526235,0.916372238,-0.248093826,1.080305139,-0.246479056,-0.222395789,-0.285368768,-0.078156892,-0.38240954,-0.780408232,0.054339903,0.203923785,0.124273135,0.237170694,0.230881932,0.323892402,0.143668728,0.282109299,0.179226983,0.180329412,0.242470628,0.557553515,0.172209359,0.313504131,0.249979896,0.457818819,0.20480518,0.339468375,0.172979444,0.694048194,0.315905995,0.361418635,0.29522195,0.364174604,0.280984347,1.239489721,0.300172726,0.39074384,0.329110052,0.501842948,0.357626891,0.435851405,0.314304693,0.360542345,0.245622028,0.363455568,0.320064874,0.846144521
26329_1#271,Lab stock,PRJEB23294,SAMEA4686297,ERX3490922,ERR3469259,0.515361367,-2.279953353,0.200494195,-0.51491883,-0.034575104,-0.487792199,-0.357755486,0.245787084,-0.221317123,1.03491884,-0.399587156,2.322691422,-0.375406447,4.47828954,-0.489555427,1.117157194,-0.278295358,0.717991928,-0.004439649,1.477764691,-0.160264729,-1.369167603,0.12662376,-0.575256385,-0.633904959,-0.36740453,-0.280305828,0.976983285,-0.528619729,2.417810568,-0.448822667,4.022314012,-0.458571286,1.395571593,-0.66584393,2.012153301,-0.802011045,4.429363131,0.146524342,0.222917009,0.219426903,0.334286182,0.345996819,0.363775372,0.372610391,0.365859904,0.296953856,0.384323141,0.173666051,0.552225941,0.154620312,0.827845365,0.355108122,0.696549343,0.451278491,0.820777951,0.338315367,0.813977593,0.399813057,0.934109157,0.386206581,1.256187032,0.530970695,1.426522139,0.417704854,0.597530572,0.535530509,0.591588199,0.382253968,0.518255665,0.395623535,0.665842868,0.492917483,0.993298888,0.403489311,0.944592513
26329_1#273,Ed Moore,PRJEB23294,SAMEA4686299,ERX3490924,ERR3469261,-0.035682883,0.388896899,-0.068077435,0.085574186,-0.023769305,0.44318738,-0.303086084,0.894635411,-0.067437903,1.241178221,-0.291290501,2.812978241,-0.391620065,3.553087097,-0.292664226,-0.558570425,-0.158044948,-0.775699187,-0.023009311,0.451183641,-0.112931641,0.972077679,-0.190942678,1.891942231,-0.562398991,1.504862673,-0.489934109,1.074656964,-0.947371871,2.788949092,-1.254035705,4.174281384,-0.089019132,-0.428228862,-0.23207441,-0.29378125,-0.168438125,1.613440978,0.171973615,0.120470301,0.278873107,0.21291408,0.257187702,0.165936623,0.308382212,0.197467404,0.186386842,0.259634428,0.177940653,0.619911137,0.191684013,0.780183083,0.235992131,0.646210802,0.254333038,0.603569201,0.335301041,3.376570103,0.188231551,0.360074922,0.156128577,0.602981942,0.28436419,0.890784485,0.393629245,0.409338579,0.39385556,0.475230924,0.425129371,0.575961973,0.346491725,0.422999497,0.302107422,0.585385999,0.314468642,0.740870165
26329_1#275,Ed Moore,PRJEB23294,SAMEA4686301,ERX3490926,ERR3469263,-0.204360158,-0.359181158,-0.174895983,-0.069146007,-0.310314621,-0.278747662,-0.045340202,0.437379097,-0.1034701,1.265114755,-0.32893796,2.419336565,-0.209485108,2.859369089,-0.400547502,0.060227831,-0.264265413,0.295810127,-0.062544673,0.971336558,-0.094916109,1.076940449,-0.233728261,2.195748053,-0.72399866,0.690883455,0.185624368,0.621456151,-0.365696302,1.21067332,-0.628355595,2.707184231,0.033533228,-0.304818532,-0.029320208,-0.016201262,-0.026438073,1.20828003,0.2622951,0.190603287,0.784885281,0.346846755,0.305181596,0.324420663,0.300534851,0.418225676,0.235596141,0.236995758,0.234752258,0.38841678,0.315618464,0.946483034,0.22410194,0.405007745,0.168455234,0.472842316,0.466239372,3.82632847,0.20044681,0.323253365,0.138524153,0.739805955,0.442845411,0.707789379,0.402516022,0.33006682,0.486531453,0.531119426,0.396412675,0.527021199,0.244755906,0.621739306,0.23333889,0.545571807,0.230565566,0.666603864
